jydm,jydm_mc,p02565_f001,p02565_f002,p02565_f003,p02565_f004,p02565_f009,p02565_f010,p02565_f011,p02565_f005,p02565_f006,p02565_f007,p02565_f008
1998.HK,飞克国际,飞克国际控股有限公司,Flyke International Holdings Ltd.,2021/01/29,2010/03/29,被取消上市地位,3.087880000,"该公司于2020年1月3日除牌程序第三阶段届满之前向联交所提交复牌建议,其中所涉的收购目标公司构成《上市规则》第14.06B(2)条下的非常重大收购事项及反收购行动。于2021年1月15日,上市委员会认为复牌建议不再可行,因为该建议所涉的重组协议已经失效。因此,联交所根据《上市规则》第17项应用指引行使权力取消该公司的上市地位是合适做法。",开曼群岛,香港北角蚬壳街9–23号秀明中心12楼D室,鞋类,休闲用品
0445.HK,中集天达,中集天达控股有限公司,CIMC-TianDa Holdings Company Limited,2021/01/26,2002/09/30,私有化,43.2589200758,--,CricketSquareHutchinsDriveP.O.Box2681GrandCaymanKY1-1111CaymanIslands,广东省深圳市宝安区福海街道福园二路9号,"工业零件及器材,支援服务","安全和报警服务,系统软件"
2010.HK,瑞年国际,瑞年国际有限公司,Real Nutriceutical Group Limited,2021/01/26,2010/02/19,被取消上市地位,3.183957332,"联交所与证监会协商后同意将除牌押后至2020年7月31日。该公司未能于2020年7月31日或之前履行联交所订下的所有复牌指引而复牌。于2020年8月28日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,香港湾仔轩尼诗道256号The Hennessy 28楼,药品,医疗保健用品
2345.HK,上海集优,上海集优机械股份有限公司 - H股,Shanghai Prime Machinery Co. Ltd. - H Shares,2021/01/20,2006/04/27,私有化,27.615094720,--,上海市静安区恒丰路600号(1-5)幢1501-21室,中华人民共和国上海市虹口区松花江路2747号,工业零件及器材,工业机械和用品及零部件
1886.HK,汇源果汁,中国汇源果汁集团有限公司,China Huiyuan Juice Group Ltd.,2021/01/18,2007/02/23,被取消上市地位,53.9687317588,"该公司未能于2020年1月31日或之前履行所有联交所订下的复牌条件而复牌。于2020年2月14日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,中国北京市顺义区北小营镇汇源路,非酒精饮料,包装食品与肉类
8346.HK,创新电子控股,创新电子控股有限公司,TEM Holdings Limited,2021/01/13,2016/05/18,私有化,0.504000000,--,开曼群岛,香港尖沙咀广东道33号中港城1座1706室,工业零件及器材,电子制造服务
8236.HK,宝德科技集团,宝德科技集团股份有限公司 - H股,Powerleader Science & Technology Group Limited - H Shares,2020/12/30,2002/12/12,私有化,9.428400000,--,广东省深圳市福田区华富街道新田社区深南大道1006号深圳国际创新中心(福田科技广场)C栋十一层,中国深圳市宝安区观澜高新技术产业园宝德科技研发生产基地研发楼4楼,"电脑及周边器材,系统开发及资讯科技顾问",应用软件
1089.HK,乐游科技控股,乐游科技控股有限公司,Leyou Technologies Holdings Limited,2020/12/24,2011/01/11,私有化,102.1240594627,--,开曼群岛,香港金钟金钟道89号力宝中心2座3201室,"应用软件,禽畜肉类,食物饮品","互动家庭娱乐,互联网软件与服务,包装食品与肉类"
8190.HK,康佰控股,康佰控股有限公司,Combest Holdings Ltd.,2020/12/24,2002/02/08,被取消上市地位,0.921960000,"该公司未能于2020年5月28日或之前履行联交所订下的所有复牌指引并完全遵守《GEM规则》的规定而复牌。  于2020年6月12日,GEM上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",开曼群岛,香港皇后大道中222号启煌商业大厦7楼7室,"家具,投资及资产管理","医疗保健设备,特殊金融服务"
1169.HK,海尔电器,海尔电器集团有限公司,"Haier Electronics Group Co., Ltd.",2020/12/23,1997/12/23,私有化,1032.429025937,--,百慕大,中国香港皇后大道中99号中环中心35楼3513室,家庭电器,家用电器
0587_1.HK,华瀚健康,华瀚健康产业控股有限公司,Hua Han Health Industry Holdings Limited,2020/12/16,2002/12/10,被取消上市地位,--,"该公司未能于2020年10月30日或之前履行所有复牌条件而复牌。于2020年11月27日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,香港沙田源顺围13-15号金利来集团中心6楼6B室12号房,药品,制药
8256.HK,金利通,金利通科技(控股)有限公司,Netel Technology (Holdings) Ltd.,2020/12/15,2002/12/20,被取消上市地位,0.53427251592,"于2019年11月15日,由于该公司未能证明其拥有足够的业务或资产水平以符合《GEM规则》第17.26条的规定,GEM上市委员会认为复牌建议并不可行。因此,GEM上市委员会决定取消该公司股份在联交所的上市地位。",开曼群岛,香港北角英皇道373号上润中心9楼C室,"消费性电讯设备,电讯服务",综合电信业务
0198.HK,星美控股,星美控股集团有限公司,SMI Holdings Group Limited,2020/12/14,1973/02/07,被取消上市地位,63.4232176344,"该公司未能于2020年3月2日或之前履行联交所订下的所有复牌指引而复牌。于2020年5月8日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",百慕大,香港铜锣湾希慎道33号利园一期9楼901室,"影视娱乐,酒店、餐饮、赌场及消闲设施","电影与娱乐,电影和娱乐"
1481.HK,竣球控股,竣球控股有限公司,Smart Globe Holdings Limited,2020/12/11,2017/12/28,转板,2.600000000,--,开曼群岛,香港鲗鱼涌华兰路18号太古坊港岛东中心57楼5705至10室,"印刷及包装,纸及纸制品",商业印刷
1369.HK,五洲国际,五洲国际控股有限公司,Wuzhou International Holdings Limited,2020/12/08,2013/06/13,被取消上市地位,1.9961039656,"该公司未能于2020年3月2日或之前履行联交所订下的所有复牌指引而复牌。于2020年3月13日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,中国无锡市广益路287号五洲国际哥伦布广场B座19楼,地产发展商,房地产开发
1659.HK,海天能源,海天能源国际有限公司,Haitian Energy International Limited,2020/12/07,2012/07/06,被取消上市地位,12.333600000,"该公司的股份自2019年2月25日起已暂停买卖。根据《上市规则》第6.01A条,若该公司未能于2020年8月24日或之前复牌,联交所可将该公司除牌。该公司未能于2020年8月24日或之前履行联交所订下的所有复牌指引而复牌。于2020年11月20日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,香港上环德辅道中181号大新行3楼,非传统/可再生能源,电力公用事业
1006.HK,长寿花食品,长寿花食品股份有限公司,Changshouhua Food Company Limited,2020/12/07,2009/12/18,私有化,23.974808000,--,开曼群岛,香港中环德辅道中61-65号华人银行大厦11楼1106-08室,"农产品,包装食品,食物饮品",包装食品与肉类
1155.HK,星辰通信,星辰通信国际控股有限公司,Centron Telecom International Holding Limited,2020/12/01,2007/07/05,被取消上市地位,2.4402480099,"该公司于2019年12月27日除牌程序第三阶段届满之前向联交所提交复牌建议。于2020年2月21日,上市委员会认为该复牌建议并不可行,因此决定根据《上市规则》第17项应用指引取消该公司的上市地位。",开曼群岛,香港北角蚬壳街9-23号秀明中心12楼D室,"消费性电讯设备,电讯",通信设备
3335.HK,DBA电讯,DBA电讯(亚洲)控股有限公司,DBA Telecommunication (Asia) Holdings Ltd.,2020/11/30,2006/05/11,被取消上市地位,21.130270000,"该公司于2016年9月8日除牌程序第三阶段届满之前向联交所提交复牌建议,其中所涉的收购目标公司构成当时《上市规则》第14.06(6)(a)条下的反收购行动。于2020年11月13日,上市委员会认为该公司未有按《上市规则》第6.04条所规定采取充分行动以就目标公司递交新上市申请以及符合所有复牌条件而复牌。因此,我们认为联交所应当根据《上市规则》第6.04条行使权力取消该公司的上市地位。",开曼群岛,香港黄竹坑道21号环汇广场1806室,"电子商贸及互联网服务,资讯科技器材",特殊消费者服务
8207.HK,中新控股,中新控股科技集团有限公司,Chong Sing Holdings FinTech Group Limited,2020/11/30,2010/11/19,被取消上市地位,2.7769578696,"该公司未能于2020年7月7日或之前履行联交所订下的所有复牌指引而复牌。于2020年11月13日,GEM上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",开曼群岛,中华人民共和国中国上海市鲁班路600号江南造船大厦19楼1927室,信贷,特殊金融服务
0056.HK,联合地产(香港),联合地产(香港)有限公司,Allied Properties (H.K.) Limited,2020/11/27,1972/12/31,私有化,130.113047886,--,香港湾仔告士打道138号联合鹿岛大厦22楼,香港湾仔告士打道138号联合鹿岛大厦22楼,信贷,消费信贷
1990.HK,兴华港口,兴华港口控股有限公司,Xinghua Port Holdings Ltd.,2020/11/20,2018/02/12,私有化,20.9303891196,--,新加坡,--,航运及港口,海港与服务
1219.HK,天喔国际,天喔国际控股有限公司,Tenwow International Holdings Limited,2020/11/13,2013/09/17,被取消上市地位,8.382686000,"该公司未能于2020年2月12日或之前履行联交所订下的所有复牌指引而复牌。于2020年5月8日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,中国上海松江区九干路165号,酒精饮料,食品分销商
2277.HK,华融投资股份,华融投资股份有限公司,Huarong Investment Stock Corporation Limited,2020/11/13,2014/12/29,私有化,7.718000000,--,开曼群岛,香港金钟道88号太古广场二座16-17楼B室,"投资及资产管理,楼宇建造","建筑与工程,综合金融服务"
9963.HK,高科桥,高科桥光导科技股份有限公司,Transtech Optelecom Science Holdings Limited,2020/11/05,2017/07/20,转板,6.318000000,--,开曼群岛,香港新界大埔大埔工业邨大贵街3号,"消费性电讯设备,电讯网路基建设施",通信设备
1698_1.HK,博士蛙国际,博士蛙国际控股有限公司,Boshiwa International Holding Ltd.,2020/11/03,2010/09/29,被取消上市地位,--,"该公司于2017年8月21日除牌程序第三阶段届满之前向联交所提交复牌建议。于2019年9月27日,上市委员会认为该复牌建议不再可行,因此决定根据《上市规则》第17项应用指引取消该公司股份的上市地位。",开曼群岛,中国上海市浦东外高桥保税区泰谷路78号,服装,服装零售
8230.HK,中国宇天,中国宇天控股有限公司,China Yu Tian Holdings Limited,2020/10/29,2015/12/29,被取消上市地位,2.268000000,"该公司未能于2020年3月28日或之前履行联交所订下的所有复牌指引而复牌。于2020年5月8日,GEM上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",开曼群岛,中国江苏省淮安市洪泽县冶金大道北侧328省道东侧,"建筑材料,消费性电讯设备","电子元件,金属、玻璃和塑料容器"
0469.HK,凯普松国际,凯普松国际电子有限公司,Capxon International Electronic Co. Ltd.,2020/10/27,2007/05/07,私有化,4.9829030619,--,开曼群岛,香港湾仔轩尼诗道303号协成行湾仔中心13楼1303室,工业零件及器材,电子元件
0015.HK,盈信控股,盈信控股有限公司,Vantage International (Holdings) Ltd.,2020/10/22,2000/09/08,私有化,14.980002960,--,百慕大,香港九龙九龙塘窝打老道155号,楼宇建造,建筑与工程
0221.HK,易易壹金融,易易壹金融集团有限公司,Easy One Financial Group Limited,2020/10/21,2002/11/07,私有化,3.783741000,--,百慕大,香港九龙九龙湾宏光道39号宏天广场32楼3202室,"信贷,原材料,地产发展商,零售","房地产开发,消费信贷,食品零售"
0801.HK,金卫医疗,金卫医疗集团有限公司,Golden Meditech Holdings Limited,2020/10/21,2001/12/28,私有化,25.3773096006,--,开曼群岛,中国北京经济技术开发区(亦庄)万源街11号,医疗设备及用品,"保健护理服务,医疗保健设备"
0877.HK,昂纳科技集团,昂纳科技(集团)有限公司,O-Net Technologies (Group) Limited,2020/10/20,2010/04/29,私有化,53.961627128,--,开曼群岛,中国深圳市坪山新区翠景路35号,消费性电讯设备,通信设备
0933_1.HK,光汇石油,光汇石油(控股)有限公司,Brightoil Petroleum (Holdings) Limited,2020/10/20,1995/11/16,被取消上市地位,--,"该公司未能于2020年1月31日或之前履行联交所订下的所有复牌条件/指引而复牌。于2020年2月28日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",百慕大,香港上环干诺道西118号33楼,油气生产商,石油与天然气的储存和运输
1322.HK,创达科技控股,创达科技控股有限公司,CW Group Holdings Limited,2020/10/12,2012/04/13,被取消上市地位,1.66087359207,"该公司未能于2020年1月31日或之前履行联交所订下的所有复牌指引而复牌。于2020年2月7日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,--,工业零件及器材,工业机械和用品及零部件
2102.HK,德利机械,德利机械控股有限公司,Tak Lee Machinery Holdings Limited,2020/10/06,2017/07/27,转板,2.950000000,--,开曼群岛,香港新界元朗八乡上輋村丈量约份第111约地段第117号,重型机械,建筑机械和重型运输设备
6139.HK,金茂酒店-SS,金茂酒店及金茂(中国)酒店投资管理有限公司,Jinmao Hotel & Jinmao (China) Hotel Investments And Management Limited,2020/10/05,2014/07/02,私有化,95.600000000,--,开曼群岛,香港湾仔港湾道1号会展广场办公大楼47楼4702-03室,"酒店及度假村,酒店、餐饮、赌场及消闲设施",酒店、度假村与豪华游轮
0816_1.HK,华电福新,华电福新能源股份有限公司 - H股,Huadian Fuxin Energy Corporation Limited - H Shares,2020/09/29,2012/06/28,私有化,--,--,福建省福州市鼓楼区湖东路231号前田大厦20层,北京市西城区宣武门内大街2号中国华电大厦B座919,非传统/可再生能源,独立电力生产商与能源贸易商
1151.HK,依利安达,依利安达集团有限公司,Elec & Eltek International Company Limited,2020/09/25,2011/07/08,私有化,33.084833274,--,新加坡,香港新界沙田石门安耀街3号汇达大厦23楼,工业零件及器材,电子元件
8085.HK,香港生命科学,香港生命科学技术集团有限公司,Hong Kong Life Sciences and Technologies Group Limited,2020/09/14,2002/03/07,被取消上市地位,0.5688396805,"该公司未能于2020年7月4日或之前履行联交所订下的所有复牌指引而复牌。于2020年8月28日,GEM上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",开曼群岛,香港干诺道中168–200号信德中心西翼27楼2704室,"其他金属及矿物,工业零件及器材,支援服务,消费电子产品,生物科技","特殊消费者服务,贸易公司与经销商"
3966.HK,中国宝丰国际,中国宝丰(国际)有限公司,China Baofeng (International) Limited,2020/09/08,2012/07/20,私有化,17.127226800,--,开曼群岛,香港金钟道88号太古广场二座34楼3401室,"家具,非传统/可再生能源","家用电器,新能源发电业者"
0402.HK,天下图控股,天下图控股有限公司,Peace Map Holding Limited,2020/08/03,2006/03/14,被取消上市地位,2.447034330,"该公司未能于2020年2月12日或之前履行联交所订下的所有复牌指引而复牌。于2020年3月27日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",百慕大,香港港岛东华兰路18号港岛东中心62楼,"应用软件,建筑,煤炭","建筑与工程,数据处理与外包服务"
0020_1.HK,会德丰,会德丰有限公司,Wheelock and Co. Ltd.,2020/07/27,--,私有化,--,--,香港毕打街20号会德丰大厦23楼,中国香港毕打街20号会德丰大厦23楼,地产发展商,多样化房地产活动
8105.HK,皇岦,皇岦国际教育企业集团有限公司,Kingsley Edugroup Limited,2020/07/24,2018/05/16,私有化,4.240000000,--,开曼群岛,--,教育,教育服务
8212.HK,誉满国际控股,誉满国际(控股)有限公司,Celebrate International Holdings Limited,2020/07/08,2002/05/14,被取消上市地位,0.32206750548,"该公司未能于2020年6月5日或之前履行联交所订下的所有复牌指引而复牌。于2020年6月19日,GEM上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",开曼群岛,香港北角马宝道28号华汇中心15楼1503-1511室,"包装食品,支援服务,证券及经纪,食物饮品","特殊消费者服务,特殊金融服务"
1318_1.HK,格菱控股,格菱控股有限公司,Greens Holdings Limited,2020/07/06,2009/11/06,被取消上市地位,--,"于2017年12月8日,联交所容许该公司在2018年4月16日前就该建议(而非任何其他建议)递交新上市申请。于2020年5月8日,鉴于该建议的最新进展,上市委员会认为该建议不再可行,因此决定取消该公司在联交所的上市地位(「该决定」)。",开曼群岛,香港中环遮打道10号太子大厦8楼,环保工程,工业机械和用品及零部件
1619.HK,天合化工,天合化工集团有限公司,Tianhe Chemicals Group Limited,2020/06/11,2014/06/20,被取消上市地位,290.186722800,"该公司未能于2019年10月31日或之前履行联交所施加的所有复牌条件而复牌。于2019年12月20日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",英属维尔京群岛,中国辽宁省锦州市解放西路100号,特殊化工用品,特种化学制品
6812.HK,永顺控股香港,永顺控股香港有限公司,Winson Holdings Hong Kong Limited,2020/06/11,2017/03/16,转板,3.720000000,--,开曼群岛,香港新界荃湾沙咀道1号环贸广场19楼1926室,其他支援服务,环境与设施服务
1035.HK,BBI生命科学,BBI生命科学有限公司,BBI Life Sciences Corporation,2020/06/09,2014/12/30,私有化,19.5622395427,--,开曼群岛,中国上海松江区香闵路698号,"生物技术,生物科技",--
1228_2.HK,奇峰国际,奇峰国际集团有限公司,Superb Summit International Group Limited,2020/06/04,2001/09/18,被取消上市地位,--,"该公司未能于2019年10月31日或之前履行联交所施加的所有复牌条件而复牌。2019年11月8日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,香港湾仔告士打道66号笔克大厦20楼2013室,"原材料,煤炭",林业产品
9978.HK,方圆生活服务,方圆生活服务集团有限公司,Fineland Living Services Group Limited,2020/05/28,2017/11/15,转板,2.640000000,--,开曼群岛,中国广州天河区体育东路28号,"地产代理,物业服务及管理",房地产服务
0494.HK,利丰,利丰有限公司,Li & Fung Ltd.,2020/05/28,1992/07/01,私有化,105.8826936344,--,百慕大,中国香港九龙长沙湾道888号利丰大厦11楼,服装,"调查和咨询服务,贸易公司与经销商"
8243.HK,大贺传媒,大贺传媒股份有限公司 - H股,Dahe Media Co. Ltd. - H Shares,2020/05/25,2003/11/13,被取消上市地位,0.871500000,"该公司未能履行联交所订下的所有复牌指引,没有完全遵守《GEM 规则》的规定,并于2020 年 3 月 31 日或之前复牌。于 2020 年 5 月 8 日,GEM 上市委员会决定根据《GEM规则》第 9.14A 条取消该公司股份在联交所的上市地位。",中国南京市建邺区嘉陵江东街18号,中国南京市建邺区嘉陵江东街18号,广告及宣传,广告
0647.HK,Joyce Boutique,Joyce Boutique Group Limited,Joyce Boutique Group Limited,2020/04/27,2019/08/27,私有化,4.466000000,--,香港黄竹坑香叶道二号One Island South二十六楼,香港黄竹坑香叶道二号One Island South二十六楼,服装,服装零售
1162.HK,莹岚集团,莹岚集团有限公司,Lumina Group Limited,2020/04/20,2017/10/25,转板,2.040000000,--,开曼群岛,香港九龙大角咀洋松街81-83号纳东中心1楼,楼宇建造,安全和报警服务
0161.HK,中航国际控股,深天科技控股(深圳)有限公司,AVIC International Holdings Limited - H Shares,2020/04/17,1997/09/29,私有化,104.4881148416,--,广东省深圳市福田区华富路1018号中航中心大厦39楼,广东省深圳市福田区华富路1018号中航中心大厦39楼,"工业零件及器材,电子零件","多领域控股,消费电子产品,航空货运与物流"
0246.HK,瑞金矿业,瑞金矿业有限公司,Real Gold Mining Ltd.,2020/04/02,2009/02/23,被取消上市地位,80.0640653653,"该公司未能于2019年10月31日或之前复牌。2019年11月8日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,中华人民共和国内蒙古赤峰市新城区玉龙大街75号243地质综合楼南楼四层,黄金及贵金属,多种金属与采矿
2121_1.HK,一化控股,一化控股(中国)有限公司,China First Chemical Holdings Limited,2020/03/23,2011/12/09,被取消上市地位,--,"该公司的股份自2018年8月31日起已暂停买卖。根据《上市规则》第6.01A条,若该公司未能于2020年2月29日或之前复牌,联交所可将该公司除牌。该公司未能履行联交所订下的复牌指引,没有完全遵守《上市规则》的规定,并于2020年2月29日或之前复牌。于2020年3月6日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,中国福建省福州市五一中路88号平安大厦19A,特殊化工用品,特种化学制品
0606_2.HK,中国粮油控股,中国粮油控股有限公司,China Agri-Industries Holdings Limited,2020/03/23,2007/03/21,私有化,--,--,香港铜锣湾告士打道262号中粮大厦31楼,中国香港铜锣湾告士打道262号中粮大厦31楼,"农产品,食物饮品",农产品与服务
2200.HK,浩沙国际,浩沙国际有限公司,Hosa International Limited,2020/03/23,2011/12/16,被取消上市地位,4.835100400,"该公司的股份自2018年9月3日起已暂停买卖。根据《上市规则》第6.01A条,若该公司未能于2020年3月2日或之前复牌,联交所可将该公司除牌。该公司未能履行联交所订下的复牌指引,没有完全遵守《上市规则》的规定,并于2020年3月2日或之前复牌。于2020年3月6日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,香港九龙尖沙咀柯士甸道136-138号金门商业大厦3楼301-303室,服装,服装、服饰与奢侈品
1657.HK,桦欣控股,桦欣控股有限公司,SG Group Holdings Limited,2020/03/20,2017/03/21,转板,2.240000000,--,开曼群岛,香港新界葵涌华星街1-7号美华工业大厦9楼B室,服装,服装、服饰与奢侈品
3991.HK,长虹佳华,长虹佳华控股有限公司,Changhong Jiahua Holdings Limited,2020/03/18,2000/01/24,转板,15.273846000,--,百慕大,香港干诺道中168-200号信德中心西座14楼1412室,"家庭电器及用品,电脑及周边器材",技术产品经销商
8197.HK,北斗嘉药业,北斗嘉药业股份有限公司,"Baytacare Pharmaceutical Co., Ltd.",2020/03/18,2002/02/28,被取消上市地位,1.0125040032,"该公司未能于2019年9月26日或之前复牌。于2019年11月15日,GEM上市委员会决定根据《GEM规则》第9.14A条,取消该公司股份在联交所的上市地位。",中华人民共和国深圳市前海深港合作区前湾一路1号A栋201室,中国吉林省吉林市吉林高新区2号路3号,"应用软件,药品","互动媒体与服务,制药,贸易公司与经销商"
1700.HK,华地国际控股,华地国际控股有限公司,Springland International Holdings Ltd.,2020/03/03,2010/10/21,私有化,44.916000000,--,开曼群岛,中国江苏省无锡市县前东街1号无锡金陵大饭店26号,"多元化零售商,百货商城",日常消费品零售
3823.HK,德普科技,德普科技发展有限公司,Tech Pro Technology Development Limited,2020/03/02,2007/09/06,被取消上市地位,5.43999866992,"该公司未能履行所有联交所订下的复牌指引,亦未能于2020年1月31日或之前复牌。2020年2月14日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,香港中环皇后大道中110-116号永恒商业大厦9楼901室,工业零件及器材,电子元件
0958.HK,华能新能源,华能新能源股份有限公司 - H股,Huaneng Renewables Corporation Limited - H Shares,2020/02/25,2011/06/10,私有化,332.845764048,--,北京市海淀区复兴路甲23号10–11层,北京市海淀区复兴路甲23号10–11层,非传统/可再生能源,独立电力生产商与能源贸易商
2889_1.HK,镍资源国际,镍资源国际控股有限公司,Nickel Resources International Holdings Company Limited,2020/02/14,2005/05/19,被取消上市地位,--,"联交所于2017年1月13日根据《上市规则》第17项应用指引,将该公司置于除牌程序的第三阶段。在除牌程序第三阶段于2017年7月24日结束前,该公司向联交所递交了复牌建议。上市委员会于2017年8月24日认为复牌建议并不可行,决定取消该公司的上市地位。",开曼群岛,中国河南省郑州市金水区金水路24号润华商务花园F座7号,--,"多种金属与采矿,钢铁"
1021_1.HK,麦达斯控股─S,麦达斯控股有限公司,Midas Holdings Ltd.,2020/02/05,2010/10/06,被取消上市地位,--,"该公司股份自2018年2月8日起已暂停买卖。该公司未能于除牌程序的第三(最终)阶段结束(2019年12月19日)前递交任何复牌建议。于2020年1月17日,上市委员会认为该公司并没有可行的复牌建议,因此决定取消该公司在联交所的上市地位。",新加坡鲁滨孙路160号SBF中心14-10B室,新加坡鲁滨孙路160号SBF中心14-10B室,铝,铝
0705.HK,鼎和矿业,鼎和矿业控股有限公司,Ding He Mining Holdings Limited,2020/02/05,2008/12/22,被取消上市地位,2.11507965472,"该公司的股份自2018年4月3日起已暂停买卖。该公司未能于除牌程序的第三(最终)阶段结束(2019年12月19日)前递交任何复牌建议。于2020年1月17日,上市委员会认为该公司并没有可行的复牌建议,因此决定取消该公司在联交所的上市地位。",香港北角电气道183号友邦广场43楼4351室,--,其他金属及矿物,多种金属与采矿
0940.HK,中国动物保健品,中国动物保健品有限公司,China Animal Healthcare Ltd.,2020/01/30,2010/12/21,被取消上市地位,102.231472356,"该公司股份自2015年3月30日起已暂停买卖。于2019年5月9日,上市委员会决定根据《上市规则》第6.01(4)及6.10条,以该公司不再适合上市为由,取消其上市地位。",百慕大,北京经济技术开发区荣华南路2号院大族广场T2号楼22层02单元,药品,制药
0233.HK,铭源医疗,铭源医疗发展有限公司,Mingyuan Medicare Development Co. Ltd.,2020/01/23,1986/03/19,被取消上市地位,10.082953440,"该公司未能于2019年7月31日或之前复牌。2019年8月16日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",百慕大,香港上环德辅道中268号岑氏商业大厦11楼,药品,医疗保健用品
1828_11.HK,大昌行集团,大昌行集团有限公司,Dah Chong Hong Holdings Limited,2020/01/10,2007/10/17,私有化,--,--,香港九龙湾启祥道20号大昌行集团大厦8楼,中国香港九龙湾启祥道20号大昌行集团大厦8楼,"汽车,汽车零售商",汽车零售
0404.HK,新昌集团控股,新昌集团控股有限公司,Hsin Chong Group Holdings Limited,2019/12/31,1991/08/14,被取消上市地位,19.973345364,"该公司未能于2019年7月31日或之前复牌。2019年8月9日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",百慕大,香港九龙观塘海滨道163号9楼,楼宇建造,建筑与工程
8182.HK,中国糖果,中国糖果控股有限公司,China Candy Holdings Limited,2019/12/31,2015/11/11,被取消上市地位,1.817040000,"该公司未能于2019年7月31日或之前复牌。2019年8月16日,GEM上市委员会决定根据《GEM上市规则》第9.14A条取消该公司股份在联交所的上市地位。",香港湾仔轩尼诗道139号中国海外大厦17楼E-F室,中国福建省晋江市五里工业区,包装食品,包装食品与肉类
9900.HK,智云科技建设,香港智云科技建设有限公司,Hong Kong Zcloud Technology Construction Limited,2019/12/30,2018/02/13,转板,5.505600000,--,开曼群岛,香港湾仔港湾道25号海港中心19楼1909室,楼宇建造,建筑与工程
1048.HK,煜新控股,煜新控股有限公司,Yorkshine Holdings Limited,2019/12/27,2010/12/06,被取消上市地位,5.6487859355,"该公司未能于2019年7月31日或之前复牌。2019年8月23日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",新加坡,香港九龙尖沙咀么地道68号帝国中心11楼1102-04室,钢铁,"贸易公司与经销商,钢铁"
1410.HK,安领国际,安领国际控股有限公司,Edvance International Holdings Limited,2019/12/24,2017/04/19,转板,6.409254400,--,开曼群岛,香港九龙观塘巧明街98号The Millennity第一座25楼,"数码解决方案服务,系统开发及资讯科技顾问",系统软件
6863.HK,辉山乳业,中国辉山乳业控股有限公司,China Huishan Dairy Holdings Company Limited,2019/12/23,2013/09/27,被取消上市地位,56.601245400,"联交所分别于2018年9月27日及2019年5月3日将该公司置于除牌程序的第二及第三阶段。在除牌程序的第三阶段于2019年11月15日届满前,该公司并没有提交任何复牌建议。因此,联交所决定取消该公司股份在联交所的上市地位。",开曼群岛,中国沈阳市皇姑区黄河南大街111号甲辉山乳业大厦,乳制品,包装食品与肉类
6928.HK,万马控股,万马控股有限公司,TOMO Holdings Limited,2019/12/23,2017/07/13,转板,3.555000000,--,开曼群岛,--,汽车零件,汽车零件与设备
1529.HK,乐氏国际控股,乐氏国际控股集团有限公司,Yues International Holdings Group Limited,2019/12/19,2017/10/18,转板,2.360000000,--,开曼群岛,中国广州天河北路233号中信广场13楼1301室及1302室,"航空货运及物流,采购及供应链管理",综合支持服务
1402.HK,超智能控股,超智能控股有限公司,i-Control Holdings Limited,2019/12/18,2015/05/27,转板,4.000000000,--,开曼群岛,香港九龙观塘海滨道133号万兆丰中心12楼A及B室,"互联网服务及基础设施,系统开发及资讯科技顾问",办公服务与用品
6966.HK,中国万桐园,中国万桐园(控股)有限公司,China Wan Tong Yuan (Holdings) Limited,2019/12/17,2017/09/27,转板,3.850000000,--,开曼群岛,中国河北省廊坊市廊坊开发区楼庄路48号,其他支援服务,特殊消费者服务
