jydm,jydm_mc,p02565_f001,p02565_f002,p02565_f003,p02565_f004,p02565_f009,p02565_f010,p02565_f011,p02565_f005,p02565_f006,p02565_f007,p02565_f008
3860.HK,EPS创健科技,EPS创健科技集团有限公司,EPS Creative Health Technology Group Limited,2019/12/12,2017/05/31,转板,3.000000000,--,开曼群岛,香港九龙红磡民乐街23号骏升中心17楼A室,服装,服装、服饰与奢侈品
0692.HK,神舟乐园,神舟航天乐园集团有限公司,Shenzhou Space Park Group Limited,2019/12/10,2000/01/19,被取消上市地位,44.1392148714,"该公司未能于2019年7月31日或之前复牌。于2019年8月9日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",百慕大,香港九龙尖沙咀广东道33号中港城第三座12楼12室,"一般金属及矿石,家具,纺织、服饰及个人护理","家庭装饰品,服装、服饰与奢侈品"
1819.HK,富贵鸟,富贵鸟股份有限公司 - H股,"Fuguiniao Co., Ltd. - H Shares",2019/11/25,2013/12/20,被取消上市地位,51.886192400,"该公司未能于2019年7月31日或之前复牌。2019年8月9日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",福建省泉州市石狮市八七路东段富贵鸟工业园,中国福建省石狮市八七路东段富贵鸟工业园,鞋类,--
1236_1.HK,国农控股,国农控股有限公司,National Agricultural Holdings Limited,2019/11/22,1999/12/17,被取消上市地位,--,"该公司未能于2019年7月31日或之前复牌。2019年8月9日,上市委员会决定根据《上市规则》第6.01A条取消该公司股份在联交所的上市地位。",开曼群岛,中国上海浦东南路855号世界广场26楼,应用软件,应用软件
1792.HK,CMON,CMON Limited,Cmon Limited,2019/11/19,2016/12/02,转板,3.070200000,--,开曼群岛,--,玩具及消闲用品,休闲设施
0903.HK,冠捷科技,冠捷科技有限公司,TPV Technology Ltd.,2019/11/15,1999/10/08,私有化,90.0726581376,--,百慕大,香港九龙观塘伟业街108号丝宝国际大厦12楼1208-16室,电脑及周边器材,"电脑存储与外围设备,电脑硬件、储存设备及电脑周边"
6908.HK,宏光半导体,宏光半导体有限公司,HG Semiconductor Limited,2019/11/13,2016/12/30,转板,3.040000000,--,开曼群岛,中国珠海市南屏科技工业园屏工二路8号2楼北侧,"半导体,家具,工业零件及器材",半导体产品
0121.HK,卜蜂莲花,卜蜂莲花有限公司,C.P. Lotus Corporation,2019/10/29,1981/03/27,私有化,12.0107889051,--,开曼群岛,香港夏悫道十六号远东金融中心二十一楼,超市及便利店,日常消费品零售
0569.HK,中国自动化,中国自动化集团有限公司,China Automation Group Limited,2019/10/29,2007/07/12,私有化,15.2913295621,--,开曼群岛,中国北京市顺义区空港工业区B区安祥街7号,系统开发及资讯科技顾问,应用软件
6069.HK,盛业,盛业控股集团有限公司,SY Holdings Group Limited,2019/10/24,2017/07/06,转板,72.205308000,--,开曼群岛,中国深圳市福田区福田街道金田路3086号大百汇广场46层及47层,信贷,消费信贷
2229.HK,长港敦信,长港敦信实业有限公司,Changgang Dunxin Enterprise Company Limited,2019/10/16,2014/06/26,被取消上市地位,6.075936000,"该公司的股份自2016年1月20日起已停牌超过三年。于2019年1月4日在除牌程序第三(最终)阶段结束前,该公司向联交所递交了涉及反向收购的复牌建议。然而,潜在投资者随后决定不继续进行反向收购。于2019年9月27日,上市委员会认为该公司的复牌建议不可行,因此决定取消该公司在联交所的上市地位。",开曼群岛,中国福建省漳州市长泰县岩溪镇锦鳞工业区,纸及纸制品,纸和塑料包装产品和材料
1174.HK,太平洋恩利,太平洋恩利国际控股有限公司,Pacific Andes International Holdings Ltd.,2019/09/26,1994/10/03,被取消上市地位,10.34133041942,"该公司未能于2019年7月31日或之前复牌。上市委员会于2019年8月9日决定根据《上市规则》第6.01A条取消该公司上市地位(‘该决定’)。该公司于2019年8月14日申请覆核该决定。该公司于2019年9月18日撤销覆核申请。因此,联交所将于2019年9月26日上午9时起取消该公司的上市地位。",百慕大,香港干诺道西188号香港商业中心3201-3210室,"禽畜肉类,禽畜肉类,食物饮品",包装食品与肉类
1732.HK,象兴国际,象兴国际控股有限公司,Xiangxing International Holding Limited,2019/09/06,2017/07/07,转板,3.250000000,--,开曼群岛,中国(福建)自由贸易试验区厦门区(保税港区)建港路233号,航运及港口,海港与服务
1135.HK,亚洲卫星,亚洲卫星控股有限公司,Asia Satellite Telecommunications Holdings Ltd.,2019/09/05,1996/06/19,私有化,40.449614700,--,百慕大,香港新界大埔工业邨大贵街十五号,卫星及无线通讯,非传统电信运营商
8273.HK,浙江展望,浙江展望股份有限公司 - H股,Zhejiang Prospect Co. Ltd. - H Shares,2019/09/02,2004/02/18,被取消上市地位,0.903880000,该公司未能于2019年7月31日或之前复牌。GEM上市委员会于2019年8月16日决定根据《GEM上市规则》第9.14A条取消该公司股份在联交所的上市地位。,中国浙江省绍兴县杨汛桥镇展望村,中国浙江省绍兴县杨汛桥镇展望村,汽车零件,汽车零件与设备
0647_1.HK,Joyce Boutique,Joyce Boutique Holdings Ltd.,Joyce Boutique Holdings Ltd.,2019/08/27,1990/10/16,私有化,--,--,百慕大,香港黄竹坑香叶道2号One Island South二十六楼,"服装,零售",服装零售
0300_1.HK,昆明机床,沈机集团昆明机床股份有限公司 - H股,Shenji Group Kunming Machine Tool Company Limited - H Shares,2019/08/26,1993/12/07,被取消上市地位,--,"该公司未能于2019年7月31日或之前复牌。于2019年8月9日,上市委员会决定根据《上市规则》第6.01条取消该公司上市地位。",云南省昆明市嵩明县杨林工业园区东环路12号,云南省昆明市嵩明县杨林工业园区东环路12号,重型机械,工业机械和用品及零部件
0735.HK,中国电力清洁能源,中国电力清洁能源发展有限公司,China Power Clean Energy Development Company Limited,2019/08/21,2017/07/18,私有化,64.3155312556,--,香港湾仔港湾道26号华润大厦38楼3801-05室,香港湾仔港湾道26号华润大厦38楼3801-05室,非传统/可再生能源,独立电力生产商与能源贸易商
8306.HK,中国有色金属,中国有色金属有限公司,China Nonferrous Metals Company Limited,2019/08/16,2005/02/28,被取消上市地位,3.52012897749,"于2019年3月21日,GEM上市(覆核)委员会维持GEM上市委员会的除牌决定。该公司于2019年3月27日提出申请,要求由上市上诉委员会覆核除牌决定。于2019年8月9日,上市上诉委员会维持GEM上市(覆核)委员会的除牌决定。因此,联交所将于2019年8月16日上午9时起取消该公司的上市地位。",百慕大,香港湾仔分域街18号捷利中心1104室,其他金属及矿物,多种金属与采矿
1915.HK,泰和小贷,扬州市广陵区泰和农村小额贷款股份有限公司,Yangzhou Guangling District Taihe Rural Micro-finance Company Limited,2019/07/17,2017/05/08,转板,16.920000000,--,中国江苏省扬州市广陵区李典镇北洲路,中国江苏省扬州市广陵区李典镇北洲路,信贷,消费信贷
8312.HK,睿锋集团,睿锋集团控股有限公司,Rui Feng Group Holdings Company Limited,2019/07/09,2010/11/25,被取消上市地位,1.702000000,"香港联合交易所有限公司(‘联交所’)宣布,由于睿锋集团控股有限公司(‘该公司’)没有在GEM上市(覆核)委员会指定的六个月内递交可行的复牌建议以证明其有《GEM上市规则》第17.26条规定的足够业务运作或资产(‘除牌程序’),该公司的上市地位于2019年7月9日上午9时起将根据《GEM上市规则》第9.14及9.15条予以取消。",开曼群岛,香港中环德辅道中19号环球大厦24楼2404室,"家具,服装","家庭装饰零售,服装零售"
1197.HK,中国恒石,中国恒石基业有限公司,China Hengshi Foundation Company Limited,2019/07/05,2015/12/21,私有化,24.800000000,--,开曼群岛,中国浙江省桐乡市桐乡经济开发区广运南路一号,新能源物料,商品化工
8046.HK,恒芯中国,恒芯中国控股有限公司,Heng Xin China Holdings Limited,2019/07/02,2003/04/16,被取消上市地位,0.9134991811,上市委员会于2019年6月14日决定取消该公司上市地位。,百慕大,香港湾仔港湾道18号中环广场36楼3604室,"半导体,广播,软件服务","有线和卫星电视,电子元件"
1909.HK,火岩控股,火岩控股有限公司,Fire Rock Holdings Limited,2019/06/27,2016/02/18,转板,19.840000000,--,开曼群岛,--,"应用软件,游戏软件","互动家庭娱乐,互联网软件与服务"
0835.HK,亚洲煤业,亚洲煤业有限公司,Asia Coal Limited,2019/06/18,1997/12/18,被取消上市地位,5.38034210112,"由于该公司未能按《上市规则》第13.24条规定维持足够的业务运作或相当价值的资产,其股份于2017年10月3日起暂停买卖。联交所其后按《上市规则》第17项应用指引,分别于2017年10月3日、2018年3月23日及2018年10月18日将该公司置于除牌程序的第一、第二及第三阶段。在除牌程序第三阶段届满前,该公司于2019年4月17日向联交所递交了复牌建议。上市委员会于2019年5月31日认为该复牌建议并不可行,因此决定根据《上市规则》第17项应用指引取消该公司的上市地位。",百慕大,香港金钟道89号力宝中心二座10楼1005室,煤炭,"个人护理用品,煤与消费用燃料"
0566.HK,汉能薄膜发电,汉能薄膜发电集团有限公司,Hanergy Thin Film Power Group Limited,2019/06/11,1996/01/29,私有化,1647.8959334768,--,百慕大,香港铜锣湾告士打道280号世贸中心22楼2204-2206室,新能源物料,电子设备和仪器
1867.HK,标准发展集团,标准发展集团有限公司,Standard Development Group Limited,2019/05/09,2017/01/12,转板,2.744000000,--,开曼群岛,香港上环皇后大道中183号中远大厦14楼1409-10室,楼宇建造,"工业集团企业,建筑与工程,综合性石油与天然气企业"
0054.HK,合和实业,合和实业有限公司,Hopewell Holdings Limited,2019/05/03,1972/08/21,私有化,335.287559706,--,香港皇后大道东183号合和中心64楼,香港皇后大道东183号合和中心64楼,综合企业,"多样化房地产活动,多领域控股"
8129.HK,云信投资控股,云信投资控股有限公司,Cloud Investment Holdings Limited,2019/03/26,2001/05/18,被取消上市地位,0.594430000,"GEM上市委员会认为复牌建议不可行,决定取消该公司的上市地位。",开曼群岛,香港干诺道西35–36号康诺维港大厦7楼B室,信贷,"应用软件,消费信贷,特殊金融服务"
1854.HK,中国万天控股,中国万天控股有限公司,China Wantian Holdings Limited,2019/03/21,2016/10/13,转板,3.584000000,--,开曼群岛,香港九龙湾宏照道33号国际交易中心21楼2106室,农产品,食品分销商
0909_1.HK,中大国际,中大国际控股有限公司,Zhongda International Holdings Ltd.,2019/03/08,2001/11/01,被取消上市地位,--,"由于该公司未能符合《上市规则》第13.24条发行人须有足够业务运作或资产的规定,联交所先后于2015年9月24日、2016年4月25日及2017年5月18日将该公司置于除牌程序的第一、第二及第三阶段。该公司于2017年11月7日向联交所提交复牌建议,当中涉及新上市申请。该公司获批准于2018年5月31日或之前就所提交复牌建议递交新上市申请。然而,该公司并未在2018年5月31日之前递交有关新上市申请。因此,上市委员会于2018年6月8日决定根据《上市规则》第17项应用指引取消该公司的上市地位。",百慕大,中国江苏省盐城市开放大道100号,汽车零件,汽车零售
0150.HK,HYPEBEAST,Hypebeast Limited,Hypebeast Limited,2019/03/08,2016/04/11,转板,15.600000000,--,开曼群岛,香港新界荃湾海盛路9号有线电视大楼40楼,"广告及宣传,电子商贸及互联网服务",广告
0873_2.HK,中国泰丰床品,中国泰丰床品控股有限公司,China Taifeng Beddings Holdings Limited,2019/02/21,2010/06/11,被取消上市地位,--,"补救期已于2018年1月5日届满,但该公司并没有就其不适合上市的事宜作出补救。因此,上市委员会于2018年1月25日决定取消该公司的上市地位。",开曼群岛,中华人民共和国山东省莱芜市高新科技开发区,"家具,纺织、服饰及个人护理",纺织品
1827.HK,卓珈控股,卓珈控股集团有限公司,Miricor Enterprises Holdings Limited,2019/02/18,2017/01/10,转板,7.920000000,--,开曼群岛,香港中环干诺道中88号南丰大厦18楼,医疗及医学美容服务,保健护理服务
3777.HK,中国光纤,中国光纤网络系统集团有限公司,China Fiber Optic Network System Group Ltd,2019/02/14,2011/07/14,被取消上市地位,15.011438400,"第三阶段已于2018年11月23日届满。上市委员会于2018年11月30日认为,该公司未能根据第17项应用指引在除牌程序第三阶段届满前递交可行的复牌建议,因此决定取消该公司的上市地位。",开曼群岛,中国河北省石家庄市经济技术开发区阿里山大街,消费性电讯设备,通信设备
1850.HK,鸿盛昌资源,鸿盛昌资源集团有限公司,HSC Resources Group Limited,2019/02/14,2017/04/18,转板,4.160000000,--,开曼群岛,香港九龙九龙湾常悦道15号The Cendas5楼501室,楼宇建造,安全和报警服务
